Data Source,District,Variety,Yield
RS NA,Netrokona,BRRI dhan103,4.39
RS NA,Netrokona,BRRI dhan103,6.64
RS NA,Netrokona,BRRI dhan103,6.86
RS NA,Netrokona,BRRI dhan103,5.64
RS NA,Netrokona,BRRI dhan103,5.36
RS NA,Netrokona,BRRI dhan103,5.12
RS NA,Netrokona,BRRI dhan103,6.32
RS NA,Netrokona,BRRI dhan103,6.65
RS NA,Gopalganj,BRRI dhan103,6.5
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.5
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.5
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.5
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.4
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.5
RS NA,Gopalganj,BRRI dhan103,6.9
RS NA,Gopalganj,BRRI dhan103,5.8
RS NA,Gopalganj,BRRI dhan103,5.9
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,5.9
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6 .1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,5.9
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.3
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Gopalganj,BRRI dhan103,6.2
RS NA,Gopalganj,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6. 6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,5.8
RS NA,Bagherhat,BRRI dhan103,5.9
RS NA,Bagherhat,BRRI dhan103,6.1
RS NA,Bagherhat,BRRI dhan103,6.2
